record_id,date,department,description,cluster,semantic_cluster,problem_category,week
OP0988,2026-07-18,Product,recent ui changes have increased support requests during normal business hours. the problem is causing delays for routine work.,2,1,Product & UI Usability,2026-07-13
OP0799,2026-07-18,DevOps,build failures are blocking scheduled releases during the morning. the issue was reported by several employees.,5,6,Deployment & CI,2026-07-13
OP0436,2026-07-18,Customer Support,customers receive errors while completing purchases during normal business hours. the problem is causing delays for routine work.,0,4,Payments & Checkout,2026-07-13
OP0111,2026-07-18,Customer Support,online payment attempts sometimes fail unexpectedly during the afternoon. the problem is still occurring.,9,4,Payments & Checkout,2026-07-13
OP0496,2026-07-18,HR,managers report a growing backlog of pending requests during peak usage. the problem is still occurring.,5,2,Employee Approvals,2026-07-13
OP0769,2026-07-18,Customer Support,customers receive errors while completing purchases during peak usage. the issue was reported by several employees.,0,4,Payments & Checkout,2026-07-13
OP0447,2026-07-18,Security,unusual access attempts have been reported by employees after a recent update. the issue was noticed during normal operations.,4,3,Security & Authentication,2026-07-13
OP0341,2026-07-18,Operations,warehouse data is arriving later than expected during peak usage. the team has requested investigation.,5,5,Inventory & Synchronization,2026-07-13
OP0590,2026-07-18,Customer Support,users are unable to complete transactions after entering payment details during the afternoon. the problem is causing delays for routine work.,2,4,Payments & Checkout,2026-07-13
OP0398,2026-07-18,IT,employees experience repeated network timeouts near the end of the workday. the problem has occurred repeatedly this week.,7,7,Network & VPN,2026-07-13
OP0339,2026-07-18,DevOps,build failures are blocking scheduled releases during remote access. employees say the issue is becoming more frequent.,1,6,Deployment & CI,2026-07-13
OP0326,2026-07-18,DevOps,build failures are blocking scheduled releases during peak usage. the problem is still occurring.,5,6,Deployment & CI,2026-07-13
OP0574,2026-07-18,Product,customers are struggling to find features after the redesign when workload increases. the team has requested investigation.,3,1,Product & UI Usability,2026-07-13
OP0047,2026-07-18,Database,application requests experience database timeouts during normal business hours. the problem is causing delays for routine work.,2,0,Database & Performance,2026-07-13
OP0928,2026-07-18,Customer Support,checkout requests occasionally stop responding near the end of the workday. the problem is still occurring.,7,4,Payments & Checkout,2026-07-13
OP0459,2026-07-18,IT,employees cannot reliably connect to the corporate network during peak usage. the issue became noticeable after a recent change.,8,7,Network & VPN,2026-07-13
OP0532,2026-07-18,Product,customers are struggling to find features after the redesign during peak usage. the issue became noticeable after a recent change.,3,1,Product & UI Usability,2026-07-13
OP0268,2026-07-19,Communication,project updates are arriving too late for affected teams during the afternoon. the issue became noticeable after a recent change.,7,9,Internal Communication,2026-07-13
OP0288,2026-07-19,Product,customers are struggling to find features after the redesign during remote access. the problem is still occurring.,3,1,Product & UI Usability,2026-07-13
OP0491,2026-07-19,Security,staff members are receiving repeated unexpected sign-in prompts after a recent update. the issue was reported by several employees.,7,3,Security & Authentication,2026-07-13
OP0533,2026-07-19,Customer Support,online payment attempts sometimes fail unexpectedly during normal business hours. several users have described similar behavior.,9,4,Payments & Checkout,2026-07-13
OP0913,2026-07-19,Operations,stock information is frequently out of date near the end of the workday. the issue was noticed during normal operations.,7,5,Inventory & Synchronization,2026-07-13
OP0267,2026-07-19,Security,users report suspicious authentication activity during peak usage. the issue was reported by several employees.,4,3,Security & Authentication,2026-07-13
OP0931,2026-07-19,Facilities,reserved rooms are sometimes occupied by other teams during the afternoon. the issue was reported by several employees.,6,8,Meeting Room Management,2026-07-13
OP0354,2026-07-19,Security,unusual access attempts have been reported by employees during the morning. the team says it is affecting productivity.,4,3,Security & Authentication,2026-07-13
OP0412,2026-07-19,Communication,important decisions are not reaching all team members near the end of the workday. the team says it is affecting productivity.,7,9,Internal Communication,2026-07-13
OP0160,2026-07-20,DevOps,release automation is generating repeated errors during peak usage. the issue was reported by several employees.,4,6,Deployment & CI,2026-07-20
OP0866,2026-07-20,Database,database queries are taking longer than expected during the afternoon. the issue became noticeable after a recent change.,7,0,Database & Performance,2026-07-20
OP0852,2026-07-20,Operations,warehouse data is arriving later than expected during the morning. the team says it is affecting productivity.,5,5,Inventory & Synchronization,2026-07-20
OP0906,2026-07-20,Product,customers report that important controls are difficult to locate after a recent update. several users have described similar behavior.,3,1,Product & UI Usability,2026-07-20
OP0194,2026-07-20,Customer Support,customers are reporting repeated payment failures during normal business hours. several users have described similar behavior.,7,4,Payments & Checkout,2026-07-20
OP0710,2026-07-20,Facilities,teams are reporting repeated meeting-room conflicts during normal business hours. the problem is causing delays for routine work.,2,8,Meeting Room Management,2026-07-20
OP0992,2026-07-20,Customer Support,online payment attempts sometimes fail unexpectedly when workload increases. the issue became noticeable after a recent change.,9,4,Payments & Checkout,2026-07-20
OP0476,2026-07-20,Product,recent ui changes have increased support requests near the end of the workday. the issue became noticeable after a recent change.,7,1,Product & UI Usability,2026-07-20
OP0169,2026-07-20,Facilities,meeting rooms are unavailable despite being reserved after a recent update. the problem is causing delays for routine work.,2,8,Meeting Room Management,2026-07-20
OP0916,2026-07-20,IT,remote access to internal systems is unstable near the end of the workday. the problem is causing delays for routine work.,2,7,Network & VPN,2026-07-20
OP0199,2026-07-20,Operations,warehouse data is arriving later than expected near the end of the workday. the issue became noticeable after a recent change.,7,5,Inventory & Synchronization,2026-07-20
OP0656,2026-07-20,Database,application requests experience database timeouts during the afternoon. employees say the issue is becoming more frequent.,1,0,Database & Performance,2026-07-20
